Time (s),Voltage (V),Current (mA)
279.8856,0.959688,4.219444
280.1974,0.964656,4.243166
280.5352,0.970879,4.267601
280.8447,0.975133,4.289461
281.1557,0.980781,4.30502
281.4746,0.98882,4.302609
281.7964,0.989723,4.364408
282.1377,0.995125,4.382104
282.4756,1.000891,4.391582
282.7947,1.008813,4.397773
283.1117,1.011414,4.430371
283.4311,1.011367,4.42155
283.7459,1.008496,4.388569
284.0576,1.000586,4.387528
284.3683,0.996016,4.368681
284.6824,0.992418,4.341288
284.9984,0.984648,4.33181
285.3117,0.98173,4.301787
285.6252,0.975098,4.286338
285.9402,0.969238,4.273244
286.2494,0.965383,4.238729
286.5591,0.959113,4.221471
286.8739,0.954484,4.200214
287.2045,0.950254,4.168767
287.5217,0.946902,4.12817
287.8322,0.939707,4.119569
288.1457,0.93448,4.107406
288.4622,0.930613,4.071631
288.7786,0.924437,4.047416
289.095,0.920441,4.015256
289.4122,0.913797,4.003861
289.7262,0.910047,3.983097
290.0372,0.902828,3.960196
290.3538,0.898645,3.945513
290.6661,0.894883,3.90919
290.99,0.889551,3.879934
291.3011,0.88368,3.857089
291.6198,0.87959,3.843063
291.9312,0.874633,3.825313
292.2419,0.869547,3.80285
292.5496,0.865797,3.754091
292.8807,0.865059,3.709057
293.2166,0.853398,3.734039
293.5424,0.852285,3.684074
